2020-11-24T16:15:03.438Z;200;340
2020-11-24T16:15:04.438Z;201;500
2020-11-24T16:15:05.438Z;201;340
2020-11-24T16:15:06.438Z;302;340
2020-11-24T16:15:07.438Z;302;340
2020-11-24T16:15:08.438Z;400;340
2020-11-24T16:15:09.438Z;400;340
2020-11-24T16:15:10.438Z;201;340
2020-11-24T16:15:11.438Z;201;340
2020-11-24T16:15:12.438Z;201;340
2020-11-24T16:15:13.438Z;201;340
2020-11-24T16:15:14.438Z;201;340
2020-11-24T16:15:15.438Z;400;340
2020-11-24T16:15:16.438Z;400;340
2020-11-24T16:15:17.438Z;400;340
2020-11-24T16:15:18.438Z;400;340
2020-11-24T16:15:19.438Z;400;340
2020-11-24T16:15:20.438Z;400;340
2020-11-24T16:15:21.438Z;400;340
2020-11-24T16:15:21.438Z;400;340
2020-11-24T16:15:22.438Z;200;340
2020-11-24T16:15:23.438Z;201;340
2020-11-24T16:15:24.438Z;201;340
2020-11-24T16:15:25.438Z;201;340
2020-11-24T16:15:26.438Z;201;340
2020-11-24T16:15:27.438Z;201;340
2020-11-24T16:15:28.438Z;201;340
2020-11-24T16:15:29.438Z;201;340
2020-11-24T16:15:30.438Z;201;340
2020-11-24T16:16:03.438Z;404;340
2020-11-24T16:16:12.438Z;404;340
2020-11-24T16:16:22.438Z;404;340
2020-11-24T16:16:29.438Z;404;340
2020-11-24T16:16:33.438Z;404;340
2020-11-24T16:16:43.438Z;404;340
2020-11-24T16:16:55.438Z;404;340
2020-11-24T16:16:59.438Z;404;340
